Date,Portfolio_Value
2011-03-11,104778.11858938969
2011-03-14,104933.99476124029
2011-03-15,105885.70033354577
2011-03-16,106690.82985400144
2011-03-17,106071.44662000441
2011-03-18,105396.94588834883
2011-03-21,104756.70053733521
2011-03-22,104872.49105513503
2011-03-23,103838.75138431942
2011-03-24,104289.89151054969
2011-03-25,104421.86898284266
2011-03-28,104051.50989133985
2011-03-29,104412.07777619478
2011-03-30,106515.1296719503
2011-03-31,105477.50759396044
2011-04-01,104826.0421689421
2011-04-04,104876.90495315313
2011-04-05,105681.29645223697
2011-04-06,104872.63090635197
2011-04-07,105098.59245705843
2011-04-08,111521.40435929669
2011-04-11,111521.40435929669
2011-04-12,111521.40435929669
2011-04-13,111521.40435929669
2011-04-14,111521.40435929669
2011-04-15,111521.40435929669
2011-04-18,111521.40435929669
2011-04-19,111521.40435929669
2011-04-20,111521.40435929669
2011-04-21,111521.40435929669
2011-04-25,111521.40435929669
2011-04-26,111521.40435929669
2011-04-27,111521.40435929669
2011-04-28,111521.40435929669
2011-04-29,111521.40435929669
2011-05-02,111521.40435929669
2011-05-03,111521.40435929669
2011-05-04,111521.40435929669
2011-05-05,111521.40435929669
2011-05-06,111521.40435929669
2011-05-09,111521.40435929669
2011-05-10,111521.40435929669
2011-05-11,111521.40435929669
2011-05-12,111521.40435929669
2011-05-13,111521.40435929669
2011-05-16,111521.40435929669
2011-05-17,111521.40435929669
2011-05-18,111521.40435929669
2011-05-19,110680.70261962325
2011-05-20,109349.22663819148
2011-05-23,108755.98506602936
2011-05-24,108844.99998219767
2011-05-25,109188.4496772968
2011-05-26,109202.64056341365
2011-05-27,108895.99017414407
2011-05-31,108764.59573250044
2011-06-01,107460.17797806227
2011-06-02,107220.21952538438
2011-06-03,107377.64893219387
2011-06-06,108799.14306495027
2011-06-07,109019.58079798351
2011-06-08,108509.6039268745
2011-06-09,108776.11204851388
2011-06-10,108717.52189293562
2011-06-13,108048.58984794622
2011-06-14,108310.65419556265
2011-06-15,108412.93687051753
2011-06-16,109201.08334666639
2011-06-17,109277.80909064242
2011-06-20,109027.32485135383
2011-06-21,107634.11780668804
2011-06-22,107700.86425263948
2011-06-23,106966.14576864624
2011-06-24,106797.94166145222
2011-06-27,107752.12495085748
2011-06-28,107075.95666748776
2011-06-29,106793.62688393843
2011-06-30,106987.06000953072
2011-07-01,106913.23012304366
2011-07-05,105780.19447975734
2011-07-06,106538.08786709761
2011-07-07,106194.94957858705
2011-07-08,105084.82923003894
2011-07-11,105064.20604743963
2011-07-12,104282.8183494501
2011-07-13,104382.92647140584
2011-07-14,104504.07909220818
2011-07-15,104690.01598241442
2011-07-18,105243.83000146283
2011-07-19,103851.79500419972
2011-07-20,104721.29394725125
2011-07-21,105350.32736516927
2011-07-22,105077.26159002184
2011-07-25,104641.43854426505
2011-07-26,100709.08825470148
2011-07-27,101352.69952835815
2011-07-28,102665.79317790174
2011-07-29,96744.68476155773
2011-08-01,97133.61509823508
2011-08-02,98236.82442686209
2011-08-03,98378.25575840838
2011-08-04,99747.9641112893
2011-08-05,100665.15261368471
2011-08-08,101973.145868227
2011-08-09,101196.11438777484
2011-08-10,100353.48177358275
2011-08-11,100071.7549937314
2011-08-12,100141.798080429
2011-08-15,98794.15527825258
2011-08-16,98702.30045467863
2011-08-17,99195.24026300179
2011-08-18,101021.89748817656
2011-08-19,101784.46097516661
2011-08-22,101265.67875464486
2011-08-23,101128.34631361929
2011-08-24,101141.21178760479
2011-08-25,100959.24214658383
2011-08-26,100363.76609405581
2011-08-29,99025.00172203037
2011-08-30,97471.32135338327
2011-08-31,97341.88926300593
2011-09-01,96754.6074302136
2011-09-02,97423.74056564257
2011-09-06,95549.77915623436
2011-09-07,95607.1704354876
2011-09-08,95771.0772784242
2011-09-09,96041.69173360665
2011-09-12,95906.94332190786
2011-09-13,95367.40211171107
2011-09-14,96488.74219322269
2011-09-15,97557.50591370768
2011-09-16,97371.52511043395
2011-09-19,98286.78606288147
2011-09-20,98118.49393974776
2011-09-21,97770.92914919727
2011-09-22,99165.50566080696
2011-09-23,98575.61256607503
2011-09-26,96620.87172910536
2011-09-27,96283.45697685651
2011-09-28,95418.2786445936
2011-09-29,99045.5893898627
2011-09-30,100248.3582103562
2011-10-03,102763.95722214208
2011-10-04,101536.936260354
2011-10-05,100311.88432345995
2011-10-06,99012.10504506274
2011-10-07,98873.7437111873
2011-10-10,98544.99102713754
2011-10-11,97797.69491423774
2011-10-12,98956.99733986254
2011-10-13,98643.40118252666
2011-10-14,99736.5607082831
2011-10-17,99736.5607082831
2011-10-18,99736.5607082831
2011-10-19,99736.5607082831
2011-10-20,99736.5607082831
2011-10-21,99736.5607082831
2011-10-24,99736.5607082831
2011-10-25,99736.5607082831
2011-10-26,99736.5607082831
2011-10-27,99736.5607082831
2011-10-28,99736.5607082831
2011-10-31,99736.5607082831
2011-11-01,99736.5607082831
2011-11-02,99736.5607082831
2011-11-03,99736.5607082831
2011-11-04,99736.5607082831
2011-11-07,99736.5607082831
2011-11-08,99736.5607082831
2011-11-09,99736.5607082831
2011-11-10,99736.5607082831
2011-11-11,99736.5607082831
2011-11-14,99616.80423449699
2011-11-15,100347.53893044754
2011-11-16,99900.85493739872
2011-11-17,99254.77588017263
2011-11-18,99992.14172892409
2011-11-21,100294.5100724545
2011-11-22,100121.94814735468
2011-11-23,99822.11172620153
2011-11-25,99926.58873457549
2011-11-28,100439.212234459
2011-11-29,101518.3055011738
2011-11-30,99985.39190667798
2011-12-01,100812.2040561001
2011-12-02,101266.83820287217
2011-12-05,102017.86404810776
2011-12-06,101088.99590793593
2011-12-07,101645.0127449485
2011-12-08,100732.41435722305
2011-12-09,100492.39314176144
2011-12-12,101349.89791402465
2011-12-13,101176.6925902091
2011-12-14,100725.37953918465
2011-12-15,100904.86346608438
2011-12-16,101595.56108182373
2011-12-19,101503.83223132163
2011-12-20,101503.83223132163
2011-12-21,101503.83223132163
2011-12-22,103181.30390905138
2011-12-23,104020.54114185923
2011-12-27,104024.38912852357
2011-12-28,103795.00991688104
2011-12-29,102803.8615232386
2011-12-30,102462.61110860939
2012-01-03,102510.68164914844
2012-01-04,100926.52479635696
2012-01-05,100694.47501389938
2012-01-06,101840.73168129692
2012-01-09,100395.30707526169
2012-01-10,101705.65898195823
2012-01-11,101696.14714739981
2012-01-12,100571.92185751325
2012-01-13,100639.37475052531
2012-01-17,102095.83355396279
2012-01-18,103728.38607414941
2012-01-19,104084.17283549294
2012-01-20,103651.60207117701
2012-01-23,103440.41234701581
2012-01-24,104129.07998231305
2012-01-25,103452.6152604942
2012-01-26,102554.59106704521
2012-01-27,103886.31239683338
2012-01-30,104308.20861238276
2012-01-31,105399.35620900846
2012-02-01,106012.38914205352
2012-02-02,106125.41193888307
2012-02-03,108118.7462146752
2012-02-06,107043.78422269475
2012-02-07,107689.69210590824
2012-02-08,106929.22894762545
2012-02-09,107825.56905134808
2012-02-10,107255.62740389339
2012-02-13,108274.16400344254
2012-02-14,107407.88198148817
2012-02-15,106747.09604630632
2012-02-16,106065.40789386409
2012-02-17,105758.95652682692
2012-02-21,105642.41424645862
2012-02-22,105522.00198720212
2012-02-23,105869.32755904236
2012-02-24,105168.21875764852
2012-02-27,105560.60334788548
2012-02-28,106934.99544494331
2012-02-29,107516.71272922498
2012-03-01,107623.34372976718
2012-03-02,106821.72152901941
2012-03-05,106660.57121643407
2012-03-06,106879.96496945305
2012-03-07,106766.23145535603
2012-03-08,105098.38568151483
2012-03-09,103927.86584543309
2012-03-12,104148.62732194504
2012-03-13,104178.66953795496
2012-03-14,103883.11742339391
2012-03-15,104730.61980091498
2012-03-16,105632.02949539089
2012-03-19,106502.43479829091
2012-03-20,106131.10954534009
2012-03-21,106777.063358281
2012-03-22,107377.41098792403
2012-03-23,107301.69641341732
2012-03-26,109252.26409160541
2012-03-27,109252.26409160541
2012-03-28,109252.26409160541
2012-03-29,109252.26409160541
2012-03-30,109252.26409160541
2012-04-02,109252.26409160541
2012-04-03,109252.26409160541
2012-04-04,109252.26409160541
2012-04-05,109252.26409160541
2012-04-09,109252.26409160541
2012-04-10,109252.26409160541
2012-04-11,109252.26409160541
2012-04-12,109252.26409160541
2012-04-13,109252.26409160541
2012-04-16,109252.26409160541
2012-04-17,109252.26409160541
2012-04-18,109252.26409160541
2012-04-19,109252.26409160541
2012-04-20,109252.26409160541
2012-04-23,109252.26409160541
2012-04-24,109252.26409160541
2012-04-25,110411.7933346478
2012-04-26,110627.73169021026
2012-04-27,123904.50177420246
2012-04-30,123904.50177420246
2012-05-01,125537.98237245239
2012-05-02,124305.93808134634
2012-05-03,125697.4218131578
2012-05-04,125851.91035960546
2012-05-07,125510.55848868341
2012-05-08,124908.03303217344
2012-05-09,124648.90136894005
2012-05-10,124885.9374592628
2012-05-11,124318.09243583935
2012-05-14,123272.89626179743
2012-05-15,122831.54026318039
2012-05-16,121011.2780445311
2012-05-17,123080.62994981877
2012-05-18,123053.18101197339
2012-05-21,121348.69376069555
2012-05-22,120595.4020537076
2012-05-23,116850.65008109114
2012-05-24,117499.2287084121
2012-05-25,117752.58922601864
2012-05-29,117819.02525489008
2012-05-30,116692.58659138647
2012-05-31,116038.85530367919
2012-06-01,116754.56066075784
2012-06-04,116186.4923244942
2012-06-05,115745.82412896151
2012-06-06,115028.02878661007
2012-06-07,116595.98902048555
2012-06-08,114296.0539870508
2012-06-11,113476.1947527968
2012-06-12,113524.86343307098
2012-06-13,114998.12844981243
2012-06-14,115362.18203392754
2012-06-15,112099.2601842788
2012-06-18,112139.5212759728
2012-06-19,114635.06835529105
2012-06-20,115225.56705256627
2012-06-21,114834.77946563668
2012-06-22,114613.49109408674
2012-06-25,116520.11550887792
2012-06-26,116532.16963712484
2012-06-27,116910.62882535339
2012-06-28,117492.82247572692
2012-06-29,116489.00293264589
2012-07-02,114635.45760010504
2012-07-03,115685.51740592277
2012-07-05,116089.61498923275
2012-07-06,116572.58581674828
2012-07-09,116915.50187426416
2012-07-10,118966.90818687648
2012-07-11,118847.78887055522
2012-07-12,120098.51046341215
2012-07-13,118578.95993396698
2012-07-16,119589.94043648198
2012-07-17,119589.94043648196
2012-07-18,119589.94043648196
2012-07-19,119589.94043648196
2012-07-20,119589.94043648196
2012-07-23,119589.94043648196
2012-07-24,119589.94043648196
2012-07-25,119589.94043648196
2012-07-26,119589.94043648196
2012-07-27,119589.94043648196
2012-07-30,119589.94043648196
2012-07-31,118630.20314442979
2012-08-01,119239.19884234178
2012-08-02,118079.31514003499
2012-08-03,118447.97035221406
2012-08-06,117224.46279585337
2012-08-07,116934.98628982485
2012-08-08,119797.90552699832
2012-08-09,119963.48756212575
2012-08-10,122041.57860407993
2012-08-13,122763.5659769572
2012-08-14,124317.61249921584
2012-08-15,124317.61249921584
2012-08-16,124317.61249921584
2012-08-17,124317.61249921584
2012-08-20,124317.61249921584
2012-08-21,124317.61249921584
2012-08-22,124317.61249921584
2012-08-23,124317.61249921584
2012-08-24,124317.61249921584
2012-08-27,124317.61249921584
2012-08-28,124317.61249921584
2012-08-29,124317.61249921584
2012-08-30,124317.61249921584
2012-08-31,124317.61249921584
2012-09-04,124317.61249921584
2012-09-05,124317.61249921584
2012-09-06,124317.61249921584
2012-09-07,124317.61249921584
2012-09-10,124317.61249921584
2012-09-11,124317.61249921584
2012-09-12,124317.61249921584
2012-09-13,124317.61249921584
2012-09-14,124317.61249921584
2012-09-17,124317.61249921584
2012-09-18,124317.61249921584
2012-09-19,124317.61249921584
2012-09-20,124317.61249921584
2012-09-21,124317.61249921584
2012-09-24,124317.61249921584
2012-09-25,124317.61249921584
2012-09-26,124317.61249921584
2012-09-27,124317.61249921584
2012-09-28,124317.61249921584
2012-10-01,124317.61249921584
2012-10-02,124317.61249921584
2012-10-03,124317.61249921584
2012-10-04,124317.61249921584
2012-10-05,124317.61249921584
2012-10-08,124317.61249921584
2012-10-09,124317.61249921584
2012-10-10,124317.61249921584
2012-10-11,124317.61249921584
2012-10-12,124317.61249921584
2012-10-15,124317.61249921584
2012-10-16,124317.61249921584
2012-10-17,124317.61249921584
2012-10-18,124317.61249921584
2012-10-19,124317.61249921584
2012-10-22,124317.61249921584
2012-10-23,124317.61249921584
2012-10-24,124317.61249921584
2012-10-25,124317.61249921584
2012-10-26,124317.61249921584
2012-10-31,123919.25448297466
2012-11-01,124526.53936744962
2012-11-02,124970.84405297952
2012-11-05,124573.70439201781
2012-11-06,124737.21085164146
2012-11-07,125439.25116888792
2012-11-08,125600.44396517753
2012-11-09,126257.65869297608
2012-11-12,126676.75601351744
2012-11-13,127027.13560196175
2012-11-14,127454.56265335385
2012-11-15,127523.42128121122
2012-11-16,125383.45461599117
2012-11-19,126065.06783757069
2012-11-20,125049.20391285206
2012-11-21,124222.3231030583
2012-11-23,124573.48868336045
2012-11-26,124069.24260102944
2012-11-27,124341.63495612366
2012-11-28,123832.94796732254
2012-11-29,123781.60818397024
2012-11-30,123710.04291136787
2012-12-03,124387.28280853468
2012-12-04,125166.54181723247
2012-12-05,125442.09551523248
2012-12-06,126009.63455330086
2012-12-07,126196.6973042723
2012-12-10,128741.68350232547
2012-12-11,128741.68350232547
2012-12-12,128741.68350232547
2012-12-13,128741.68350232547
2012-12-14,128741.68350232547
2012-12-17,128741.68350232547
2012-12-18,128741.68350232547
2012-12-19,128741.68350232547
2012-12-20,128741.68350232547
2012-12-21,128741.68350232547
2012-12-24,128741.68350232547
2012-12-26,128741.68350232547
2012-12-27,128741.68350232547
2012-12-28,128741.68350232547
2012-12-31,128741.68350232547
2013-01-02,128741.68350232547
2013-01-03,128741.68350232547
2013-01-04,128741.68350232547
2013-01-07,128741.68350232547
2013-01-08,128741.68350232547
2013-01-09,128741.68350232547
2013-01-10,128741.68350232547
2013-01-11,128741.68350232547
2013-01-14,128741.68350232547
2013-01-15,128741.68350232547
2013-01-16,128741.68350232547
2013-01-17,128741.68350232547
2013-01-18,128741.68350232547
2013-01-22,128741.68350232547
2013-01-23,129281.79693019175
2013-01-24,129964.73469185174
2013-01-25,132597.94518400563
2013-01-28,132735.6375865507
2013-01-29,131890.429252657
2013-01-30,131600.00137744134
2013-01-31,131336.27714252018
2013-02-01,132779.3138341408
2013-02-04,131100.22839592857
2013-02-05,133063.54072557398
2013-02-06,130416.74088318371
2013-02-07,130409.79551976186
2013-02-08,130384.23598407632
2013-02-11,129527.51150137173
2013-02-12,129761.93100207644
2013-02-13,129656.10605845375
2013-02-14,129396.70871796292
2013-02-15,128490.61057940302
2013-02-19,127705.04674589112
2013-02-20,127016.34396091105
2013-02-21,127971.69198050741
2013-02-22,128195.054049535
2013-02-25,126921.95817617764
2013-02-26,127262.91952602821
2013-02-27,127853.59811279073
2013-02-28,127282.43380372631
2013-03-01,127266.27016892034
2013-03-04,128291.892894818
2013-03-05,129076.22118200568
2013-03-06,127942.40116055928
2013-03-07,127500.40462910874
2013-03-08,127153.71166933083
2013-03-11,127359.00588658183
2013-03-12,127792.02624312295
2013-03-13,128629.67960404148
2013-03-14,128647.58687330947
2013-03-15,128264.54414647823
2013-03-18,127057.96627017898
2013-03-19,125345.49030794896
2013-03-20,125687.98226747247
2013-03-21,124752.83641058857
2013-03-22,124838.65283266526
2013-03-25,125071.05264521955
2013-03-26,124182.46912143086
2013-03-27,123452.89627289506
2013-03-28,121872.17156662075
2013-04-01,122801.94237101276
2013-04-02,123660.15929419166
2013-04-03,123094.51366471456
2013-04-04,123398.63374410874
2013-04-05,123882.55415119653
2013-04-08,124630.45433009375
2013-04-09,124614.50487230609
2013-04-10,125477.63941471855
2013-04-11,125799.24331643496
2013-04-12,125567.42634813597
2013-04-15,123729.13039174539
2013-04-16,125212.4193777876
2013-04-17,124234.26442296401
2013-04-18,123238.83327461447
2013-04-19,123980.2193840689
2013-04-22,125659.14261748995
2013-04-23,125517.16685724362
2013-04-24,125183.38186459907
2013-04-25,127955.04392941328
2013-04-26,127955.04392941328
2013-04-29,127955.04392941328
2013-04-30,127161.78450545942
2013-05-01,126415.80130421469
2013-05-02,127403.58541996617
2013-05-03,128845.57119318657
2013-05-06,128029.14112802052
2013-05-07,126532.06036926463
2013-05-08,126540.54823055048
2013-05-09,124099.83399596403
2013-05-10,127064.37096958648
2013-05-13,127691.1060329177
2013-05-14,129153.51874434926
2013-05-15,128558.52564422454
2013-05-16,125593.81414281268
2013-05-17,125624.83164704022
2013-05-20,125307.44226697019
2013-05-21,125140.11372589912
2013-05-22,125126.06050889216
2013-05-23,125966.37305678117
2013-05-24,127000.35832389655
2013-05-28,126250.98938749777
2013-05-29,124809.00711300824
2013-05-30,124663.59364073962
2013-05-31,125399.10913223847
2013-06-03,125188.42544043301
2013-06-04,123975.66767371655
2013-06-05,123523.62790538833
2013-06-06,124206.02949670443
2013-06-07,122968.50856636238
2013-06-10,124183.8023724983
2013-06-11,123520.03978455733
2013-06-12,124863.63117964903
2013-06-13,125554.82318818434
2013-06-14,125500.01267242484
2013-06-17,126235.72411464185
2013-06-18,127305.88256434973
2013-06-19,128001.90969304442
2013-06-20,128827.2616565773
2013-06-21,127330.23883989765
2013-06-24,126520.90968189074
2013-06-25,126211.02067346848
2013-06-26,126222.2368247555
2013-06-27,128174.12920019471
2013-06-28,128988.73133743467
2013-07-01,128988.73133743467
2013-07-02,128988.73133743467
2013-07-03,128988.73133743467
2013-07-05,128988.73133743467
2013-07-08,128988.73133743467
2013-07-09,128988.73133743467
2013-07-10,128988.73133743467
2013-07-11,128988.73133743467
2013-07-12,128988.73133743467
2013-07-15,128988.73133743467
2013-07-16,128988.73133743467
2013-07-17,128988.73133743467
2013-07-18,128988.73133743467
2013-07-19,128988.73133743467
2013-07-22,128988.73133743467
2013-07-23,128988.73133743467
2013-07-24,128988.73133743467
2013-07-25,128988.73133743467
2013-07-26,128988.73133743467
2013-07-29,127555.49842088661
2013-07-30,129423.58411645403
2013-07-31,128606.21283678958
2013-08-01,128161.23184426007
2013-08-02,129569.37185537376
2013-08-05,131833.86553760513
2013-08-06,133814.61680590868
2013-08-07,133400.25918927457
2013-08-08,133067.9906143661
2013-08-09,132971.47720720986
2013-08-12,131552.79121854153
2013-08-13,130996.56072789172
2013-08-14,130769.62518487942
2013-08-15,130352.33566727792
2013-08-16,129805.52422690604
2013-08-19,129213.94432957335
2013-08-20,130357.28855159343
2013-08-21,128518.24777958615
2013-08-22,128877.02365639567
2013-08-23,132265.16249364865
2013-08-26,130261.78744690074
2013-08-27,130820.36593423509
2013-08-28,130725.41228889668
2013-08-29,130671.25036535275
2013-08-30,130074.72159177426
2013-09-03,130973.39616329131
2013-09-04,132483.46700099876
2013-09-05,131305.4389470736
2013-09-06,133267.04083598714
2013-09-09,133639.8529977549
2013-09-10,134813.06347375616
2013-09-11,134534.45673580872
2013-09-12,133570.10639002704
2013-09-13,133361.9268280567
2013-09-16,134698.30030883537
2013-09-17,134090.71845459245
2013-09-18,134994.76850724733
2013-09-19,134359.68429728044
2013-09-20,134813.8984313187
2013-09-23,132887.90332789542
2013-09-24,133512.17419389187
2013-09-25,133022.63785213465
2013-09-26,133356.7858046144
2013-09-27,133861.3184308085
2013-09-30,133762.40412150446
2013-10-01,135085.05865702132
2013-10-02,136140.4185885733
2013-10-03,134705.45518026408
2013-10-04,133576.04094451753
2013-10-07,134106.95810211293
2013-10-08,133393.149263261
2013-10-09,132288.55522862176
2013-10-10,133225.56140993384
2013-10-11,132926.0844233182
2013-10-14,128135.46459169882
2013-10-15,128162.15976616216
2013-10-16,127554.58156040095
2013-10-17,127047.55988319118
2013-10-18,127227.05392923518
2013-10-21,126670.67331993787
2013-10-22,127352.41002609608
2013-10-23,128082.73548635769
2013-10-24,129703.63412301437
2013-10-25,129119.22094319736
2013-10-28,128129.16104831135
2013-10-29,128957.45266363183
2013-10-30,128242.39255089554
2013-10-31,140003.69082832208
2013-11-01,140003.69082832208
2013-11-04,140003.69082832208
2013-11-05,140003.69082832208
2013-11-06,140003.69082832208
2013-11-07,140003.69082832208
2013-11-08,140003.69082832208
2013-11-11,140003.69082832208
2013-11-12,140003.69082832208
2013-11-13,140003.69082832208
2013-11-14,140003.69082832208
2013-11-15,140003.69082832208
2013-11-18,140003.69082832208
2013-11-19,140003.69082832208
2013-11-20,140003.69082832208
2013-11-21,140003.69082832208
2013-11-22,140003.69082832208
2013-11-25,140003.69082832208
2013-11-26,140003.69082832208
2013-11-27,140003.69082832208
2013-11-29,140003.69082832208
2013-12-02,140003.69082832208
2013-12-03,140003.69082832208
2013-12-04,140003.69082832208
2013-12-05,140003.69082832208
2013-12-06,140003.69082832208
2013-12-09,140003.69082832208
2013-12-10,140003.69082832208
2013-12-11,140003.69082832208
2013-12-12,140003.69082832208
2013-12-13,140003.69082832208
2013-12-16,140003.69082832208
2013-12-17,140003.69082832208
2013-12-18,140003.69082832208
2013-12-19,140003.69082832208
2013-12-20,140003.69082832208
2013-12-23,140003.69082832208
2013-12-24,140003.69082832208
2013-12-26,140003.69082832208
2013-12-27,140003.69082832208
2013-12-30,140003.69082832208
2013-12-31,140003.69082832208
2014-01-02,140003.69082832208
2014-01-03,140003.69082832208
2014-01-06,140003.69082832208
2014-01-07,140003.69082832208
2014-01-08,140003.69082832208
2014-01-09,140003.69082832208
2014-01-10,140003.69082832208
2014-01-13,140003.69082832208
2014-01-14,140003.69082832208
2014-01-15,140003.69082832208
2014-01-16,140003.69082832208
2014-01-17,140003.69082832208
2014-01-21,140003.69082832208
2014-01-22,140003.69082832208
2014-01-23,140003.69082832208
2014-01-24,140003.69082832208
2014-01-27,140003.69082832208
2014-01-28,140003.69082832208
2014-01-29,140003.69082832208
2014-01-30,140003.69082832208
2014-01-31,140003.69082832208
2014-02-03,140003.69082832208
2014-02-04,140822.47538117046
2014-02-05,141228.2886345219
2014-02-06,140759.63796910207
2014-02-07,131267.0087113963
2014-02-10,131054.8898888837
2014-02-11,131258.09127609973
2014-02-12,130253.36445271656
2014-02-13,129164.43768209757
2014-02-14,129803.63559102156
2014-02-18,128636.96046796857
2014-02-19,126161.57195036496
2014-02-20,126630.67330669693
2014-02-21,126326.57220848452
2014-02-24,127492.51173545899
2014-02-25,127708.52235646494
2014-02-26,128686.6239500653
2014-02-27,129417.65152208282
2014-02-28,129738.98676201043
2014-03-03,130330.58575301594
2014-03-04,130221.69038497515
2014-03-05,132336.47215584954
2014-03-06,133431.7526922681
2014-03-07,132916.6458381798
2014-03-10,132559.53717801446
2014-03-11,132505.64132002793
2014-03-12,130577.5125522098
2014-03-13,130729.57260887956
2014-03-14,129839.69571393069
2014-03-17,130129.77746576602
2014-03-18,130208.59646959211
2014-03-19,131167.96957987465
2014-03-20,131939.1072811568
2014-03-21,133451.16622770968
2014-03-24,135170.4962901991
2014-03-25,136347.05976336775
2014-03-26,136347.05976336778
2014-03-27,136347.05976336778
2014-03-28,136347.05976336778
2014-03-31,136347.05976336778
2014-04-01,136347.05976336778
2014-04-02,136347.05976336778
2014-04-03,136347.05976336778
2014-04-04,136347.05976336778
2014-04-07,136347.05976336778
2014-04-08,136347.05976336778
2014-04-09,136347.05976336778
2014-04-10,136347.05976336778
2014-04-11,136347.05976336778
2014-04-14,136347.05976336778
2014-04-15,136347.05976336778
2014-04-16,136347.05976336778
2014-04-17,136347.05976336778
2014-04-21,136347.05976336778
2014-04-22,136347.05976336778
2014-04-23,136347.05976336778
2014-04-24,136347.05976336778
2014-04-25,136347.05976336778
2014-04-28,136347.05976336778
2014-04-29,136347.05976336778
2014-04-30,136347.05976336778
2014-05-01,136347.05976336778
2014-05-02,136347.05976336778
2014-05-05,136347.05976336778
2014-05-06,136347.05976336778
2014-05-07,136347.05976336778
2014-05-08,135943.4906347011
2014-05-09,135904.62598607483
2014-05-12,137314.03200011642
2014-05-13,137808.67788635113
2014-05-14,137666.18122749543
2014-05-15,137194.9787751694
2014-05-16,137280.61128225463
2014-05-19,137731.1814771479
2014-05-20,137952.48858198314
2014-05-21,137980.09233943955
2014-05-22,138328.03728561953
2014-05-23,138290.20471562663
2014-05-27,140288.40426285547
2014-05-28,140016.06082695664
2014-05-29,139985.1483198182
2014-05-30,139640.0844391624
2014-06-02,140662.68277852258
2014-06-03,139385.70899411527
2014-06-04,139751.30683589395
2014-06-05,139769.36502589303
2014-06-06,140396.53784908546
2014-06-09,139531.4467844067
2014-06-10,140236.1688343734
2014-06-11,141389.4894545501
2014-06-12,140060.58433630108
2014-06-13,140196.8804341582
2014-06-16,140533.11147656047
2014-06-17,143363.03615911817
2014-06-18,143363.03615911817
2014-06-19,143363.03615911817
2014-06-20,143363.03615911817
2014-06-23,143363.03615911817
2014-06-24,143363.03615911817
2014-06-25,143363.03615911817
2014-06-26,143363.03615911817
2014-06-27,143363.03615911817
2014-06-30,143363.03615911817
2014-07-01,143363.03615911817
2014-07-02,143363.03615911817
2014-07-03,143363.03615911817
2014-07-07,143363.03615911817
2014-07-08,143363.03615911817
2014-07-09,143363.03615911817
2014-07-10,143363.03615911817
2014-07-11,143363.03615911817
2014-07-14,143363.03615911817
2014-07-15,143363.03615911817
2014-07-16,143363.03615911817
2014-07-17,143363.03615911817
2014-07-18,143363.03615911817
2014-07-21,143363.03615911817
2014-07-22,143363.03615911817
2014-07-23,143363.03615911817
2014-07-24,143363.03615911817
2014-07-25,143363.03615911817
2014-07-28,143363.03615911817
2014-07-29,143363.03615911817
2014-07-30,143363.03615911817
2014-07-31,143925.1141046526
2014-08-01,139113.1082843679
2014-08-04,138923.2527248104
2014-08-05,139045.07421839063
2014-08-06,139369.1751842699
2014-08-07,139449.2960401854
2014-08-08,141158.3067541446
2014-08-11,139803.82647579937
2014-08-12,139497.10028063116
2014-08-13,139464.43249119277
2014-08-14,139812.68506730883
2014-08-15,139217.10979175108
2014-08-18,139726.24604465207
2014-08-19,139527.78421930538
2014-08-20,140299.05165852996
2014-08-21,139511.727918124
2014-08-22,139106.69908103335
2014-08-25,138741.89863789437
2014-08-26,139017.0890316933
2014-08-27,139503.85343114252
2014-08-28,139611.83376810222
2014-08-29,140061.58936769882
2014-09-02,138070.15461585345
2014-09-03,137772.80661522143
2014-09-04,138071.94674275897
2014-09-05,138438.298679001
2014-09-08,138872.3746909264
2014-09-09,140265.96010679827
2014-09-10,139380.13760324905
2014-09-11,139120.3013523934
2014-09-12,139459.8823546804
2014-09-15,140953.13310933465
2014-09-16,140215.38540787282
2014-09-17,141232.54019046348
2014-09-18,141477.51043759193
2014-09-19,141477.51043759193
2014-09-22,141477.51043759193
2014-09-23,141477.51043759193
2014-09-24,141477.51043759193
2014-09-25,141477.51043759193
2014-09-26,141477.51043759193
2014-09-29,141477.51043759193
2014-09-30,141477.51043759193
2014-10-01,141477.51043759193
2014-10-02,141477.51043759193
2014-10-03,141477.51043759193
2014-10-06,141477.51043759193
2014-10-07,141477.51043759193
2014-10-08,141477.51043759193
2014-10-09,141477.51043759193
2014-10-10,141477.51043759193
2014-10-13,141477.51043759193
2014-10-14,141477.51043759193
2014-10-15,141477.51043759193
2014-10-16,141477.51043759193
2014-10-17,141477.51043759193
2014-10-20,141477.51043759193
2014-10-21,141477.51043759193
2014-10-22,141477.51043759193
2014-10-23,141477.51043759193
2014-10-24,141248.46465041226
2014-10-27,139756.50766766106
2014-10-28,139219.91734060535
2014-10-29,138305.11970339913
2014-10-30,138827.89776794089
2014-10-31,141770.10510886615
2014-11-03,142849.91278728633
2014-11-04,140188.9981885386
2014-11-05,139132.6500531298
2014-11-06,139851.94174273039
2014-11-07,140547.2538836666
2014-11-10,140785.63498665584
2014-11-11,141461.40156654804
2014-11-12,141759.32422645213
2014-11-13,140883.2577316587
2014-11-14,141924.13109304296
2014-11-17,141116.16780550964
2014-11-18,141833.56972043394
2014-11-19,140880.71871176333
2014-11-20,139768.54531823646
2014-11-21,138142.1642899125
